epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,4786.77,1.58786,1.42959,0.01493,0.65067,0.56765,0.60001,0.33245,1.382,1.53748,0.01515,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,4930.82,1.57973,1.44189,0.01469,0.70692,0.58113,0.65436,0.3599,1.38162,1.52214,0.01512,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,5077.63,1.57298,1.44283,0.01452,0.7313,0.55228,0.63985,0.3559,1.38326,1.52794,0.01518,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,5222.92,1.57988,1.42461,0.01465,0.6641,0.56041,0.63488,0.3553,1.38373,1.53607,0.01513,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,5369.22,1.57829,1.416,0.01461,0.58769,0.62034,0.62385,0.35403,1.38241,1.53215,0.01518,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,5512.87,1.57207,1.40371,0.01455,0.61319,0.62671,0.61908,0.35302,1.38259,1.53256,0.01522,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,5658.45,1.56978,1.3948,0.01462,0.63222,0.62211,0.62319,0.34796,1.38147,1.53296,0.01522,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,5803.45,1.57052,1.38392,0.01456,0.70059,0.57686,0.63541,0.35712,1.37967,1.53602,0.01522,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,5949.36,1.56503,1.39845,0.01452,0.63442,0.60177,0.62708,0.35699,1.37638,1.52295,0.01523,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,6095.49,1.55884,1.38229,0.01446,0.63163,0.6254,0.63795,0.36801,1.38044,1.51635,0.01523,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,6241.46,1.56205,1.3709,0.01458,0.60508,0.61407,0.6375,0.36488,1.37263,1.51162,0.01514,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,6389.2,1.55421,1.3677,0.01435,0.61024,0.61096,0.64467,0.37001,1.37388,1.51253,0.01519,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,6535.3,1.55571,1.36866,0.01433,0.64945,0.59526,0.64882,0.37588,1.37533,1.511,0.01519,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,6683.6,1.55114,1.35252,0.0143,0.71947,0.56355,0.65063,0.37882,1.37547,1.50477,0.01516,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,6830.99,1.55474,1.3469,0.0143,0.73414,0.56555,0.64806,0.37418,1.37668,1.50031,0.01511,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,6978.66,1.54903,1.33572,0.01418,0.71063,0.55745,0.64583,0.37204,1.37598,1.50937,0.01506,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,7126.6,1.54062,1.33859,0.0142,0.70942,0.56869,0.64941,0.37385,1.3775,1.51241,0.01508,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,7275.78,1.53321,1.33209,0.01408,0.66371,0.5926,0.6491,0.37106,1.37664,1.51276,0.01505,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,7423.93,1.52614,1.31297,0.01406,0.65362,0.59647,0.64116,0.36728,1.37233,1.52298,0.01499,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,7571.21,1.5399,1.30683,0.01421,0.63605,0.58239,0.63986,0.36859,1.37431,1.52288,0.01501,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,7719.69,1.52845,1.30617,0.0139,0.66486,0.57813,0.63855,0.36855,1.37372,1.51965,0.01501,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,7867.56,1.5297,1.31015,0.01399,0.67148,0.57433,0.64227,0.3705,1.37247,1.5178,0.01501,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,8017.2,1.51554,1.28375,0.01392,0.67883,0.5736,0.64194,0.36941,1.3739,1.51505,0.01505,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,8162.26,1.52016,1.27427,0.0139,0.67854,0.57361,0.64523,0.36861,1.37437,1.51187,0.01505,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,8306.12,1.51278,1.2597,0.01398,0.67329,0.57333,0.64985,0.37188,1.37206,1.51395,0.01501,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,8449.73,1.51242,1.27436,0.01395,0.64468,0.58369,0.65116,0.37244,1.37105,1.50866,0.015,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,8593.37,1.51846,1.25952,0.01378,0.69522,0.5645,0.65441,0.37481,1.37239,1.50396,0.015,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,8739.09,1.51133,1.24599,0.01363,0.68709,0.56822,0.65489,0.37444,1.37321,1.50063,0.01499,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,8884,1.50337,1.23341,0.01366,0.60353,0.62972,0.65486,0.37505,1.37281,1.49879,0.01498,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,9029.29,1.49727,1.21943,0.01357,0.60284,0.63213,0.65215,0.37431,1.37467,1.49507,0.015,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,9175.53,1.48863,1.20908,0.01351,0.60368,0.6239,0.64827,0.37083,1.37476,1.5018,0.01498,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,9322.99,1.49528,1.22091,0.01353,0.60453,0.6302,0.64517,0.36974,1.37435,1.49644,0.01497,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,9468.46,1.49084,1.20905,0.01349,0.60666,0.61701,0.64139,0.36839,1.37535,1.48973,0.01501,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
